id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40350602,Home in Chicago · ★4.92 · 3 bedrooms · 3 beds · 2 baths,311881866,Don,NA,Lake View,41.94592,-87.6616,Entire home/apt,364,3,39,2023-11-05,0.79,1,175,4,R22000077624
39798940,Home in Chicago · ★4.86 · 2 bedrooms · 3 beds · 1 bath,10393765,Bernadette,NA,Edgewater,41.98649,-87.67286,Entire home/apt,125,1,70,2023-11-27,3.43,1,125,33,R23000101138
40350751,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,128017665,Eliot,NA,Near North Side,41.89738,-87.62677,Entire home/apt,NA,180,0,NA,NA,1,0,0,NA
39805358,Rental unit in Chicago · ★4.79 · 3 bedrooms · 4 beds · 1 bath,10837582,Dw,NA,West Town,41.90716,-87.67468,Entire home/apt,116,2,121,2023-12-17,2.42,3,0,39,R19000050618
40369329,Rental unit in Chicago · ★4.71 · 3 bedrooms · 3 beds · 1 bath,238767044,Haim,NA,West Town,41.89502,-87.67981,Entire home/apt,100,2,101,2023-11-24,2.07,7,335,29,R19000046918
40398261,Home in Chicago · ★5.0 · 5 bedrooms · 5 beds · 3.5 baths,49787683,Rahul,NA,Portage Park,41.94684,-87.76891,Entire home/apt,NA,32,9,2020-05-31,0.18,1,0,0,R19000050880
39809637,Loft in Chicago · ★4.96 · 1 bedroom · 2 beds · 1 bath,89891209,Amy,NA,Lincoln Park,41.92037,-87.65383,Entire home/apt,225,2,161,2023-11-26,3.24,1,162,35,R21000060799
39821609,Rental unit in Chicago · ★5.0 · 3 bedrooms · 4 beds · 1 bath,1099109,Jason,NA,Lake View,41.95397,-87.66863,Entire home/apt,167,2,217,2023-12-03,4.4,3,312,63,2646999
40408111,Home in Chicago · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,40832200,Michael,NA,Douglas,41.83355,-87.61868,Private room,49,2,78,2023-11-30,1.62,7,180,22,R19000043783
39842395,Rental unit in Chicago · 3 bedrooms · 4 beds · 1 bath,35342456,Roberto,NA,Portage Park,41.94026,-87.75671,Entire home/apt,360,32,0,NA,NA,23,269,0,NA
40419469,Rental unit in Chicago · ★4.83 · 1 bedroom · 2 beds · 1 bath,312460992,Maureen,NA,Lincoln Park,41.917782,-87.637546,Entire home/apt,59,1,189,2023-12-11,3.87,1,350,50,R21000075699
40423941,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,47056445,Andy,NA,South Shore,41.76086,-87.5864,Private room,18,1,16,2023-11-23,0.35,9,219,6,R20000055861
39842636,Home in Chicago · ★4.92 · 6 bedrooms · 6 beds · 3.5 baths,111651194,Habib,NA,Albany Park,41.96258,-87.72272,Entire home/apt,435,3,84,2023-12-11,1.68,1,280,21,R19000050325
40447771,Rental unit in Chicago · ★4.67 · 2 bedrooms · 2 beds · 1 bath,49626033,Roma,NA,Lake View,41.939571,-87.665443,Entire home/apt,113,32,3,2021-06-26,0.07,34,365,0,R21000063281
39847417,Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,33127842,Kari,NA,Near North Side,41.89775,-87.63357,Entire home/apt,169,32,3,2021-10-22,0.06,19,180,0,NA
40451005,Home in Chicago · 1 bedroom · 1 bed · 1 shared bath,149110267,Evangela,NA,Auburn Gresham,41.72948,-87.64055,Private room,NA,32,0,NA,NA,1,0,0,City registration pending
40452007,Rental unit in Chicago · ★4.74 · 1 bedroom · 2 beds · 1 bath,256976840,Joseph,NA,Edgewater,41.98563,-87.6673,Entire home/apt,100,3,86,2023-11-26,1.77,2,18,12,R17000017671
40471451,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,15515783,Dan,NA,Humboldt Park,41.88957,-87.71704,Private room,40,37,8,2023-08-13,0.17,4,268,2,City registration pending
39859340,Rental unit in Chicago · ★4.76 · 2 bedrooms · 3 beds · 1 bath,509772654,Matthew,NA,West Town,41.90161,-87.68555,Entire home/apt,148,1,58,2023-10-29,1.27,1,174,16,R21000071074
39860568,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,49626033,Roma,NA,Near North Side,41.89949,-87.62029,Entire home/apt,120,32,4,2021-06-26,0.08,34,365,0,R19000047726
40479341,Bungalow in Chicago · ★4.19 · 1 bedroom · 1 bed · 1 shared bath,28501460,Delia,NA,South Shore,41.76299,-87.57211,Private room,28,1,21,2023-11-12,0.54,8,321,9,R18000036975
40491141,Rental unit in Chicago · ★4.59 · 2 bedrooms · 2 beds · 1 bath,228138122,Shaena,NA,Woodlawn,41.77914,-87.61086,Entire home/apt,99,4,29,2023-10-26,1.79,2,365,20,R22000086005
40929961,Rental unit in Chicago · ★4.33 · 1 bedroom · 1 bed · 1 private bath,183258122,Santiago,NA,New City,41.79572,-87.66017,Private room,30,2,15,2023-11-08,0.32,9,230,10,R19000046212
40503637,Condo in Chicago · ★4.74 · 1 bedroom · 1 bed · 1 bath,285083456,Marjorie,NA,South Shore,41.77274,-87.57262,Entire home/apt,99,2,35,2023-10-09,0.88,3,180,15,R20000053658
40936383,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,131,32,1,2021-06-15,0.03,643,336,0,32+ Days Listing
40940521,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near North Side,41.8982543,-87.61867459999996,Entire home/apt,254,32,0,NA,NA,643,341,0,32+ Days Listing
40940568,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,130,32,1,2023-09-30,0.37,643,333,1,32+ Days Listing
40949874,Condo in Chicago · ★4.90 · 2 bedrooms · 3 beds · 2 baths,8094939,Alex,NA,Near West Side,41.872710267146886,-87.68653067760849,Entire home/apt,116,2,72,2023-11-12,1.48,4,172,23,R20000051919
40530056,Rental unit in Chicago · ★4.85 · 2 bedrooms · 3 beds · 2 baths,312619248,Catherine,NA,Lincoln Park,41.926957,-87.644396,Entire home/apt,59,1,178,2023-12-12,3.63,1,346,43,R19000051325
40532205,Rental unit in Chicago · ★4.68 · 2 bedrooms · 2 beds · 1 bath,12011216,Mark,NA,Logan Square,41.92846,-87.7014,Entire home/apt,77,2,147,2023-11-26,3.01,1,0,28,R19000051605
40963188,Home in Chicago · ★4.54 · 3 bedrooms · 4 beds · 1.5 baths,319242020,Kelvin,NA,Englewood,41.77581,-87.64762,Entire home/apt,170,2,111,2023-11-25,2.3,1,0,15,R21000074807
40537260,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,16924212,Morgan,NA,Near West Side,41.87581,-87.64846,Entire home/apt,NA,32,0,NA,NA,1,0,0,City registration pending
40964912,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.87710939999999,-87.6338518,Entire home/apt,123,32,2,2022-05-29,0.06,643,331,0,32+ Days Listing
40604956,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,98789446,姿漪,NA,Loop,41.87123,-87.62561,Private room,NA,32,1,2020-01-04,0.02,1,0,0,City registration pending
40612143,Rental unit in Chicago · Studio · 1 bed · 1 bath,173581119,Ahmad,NA,Douglas,41.8358,-87.61294,Entire home/apt,NA,32,0,NA,NA,1,0,0,City registration pending
40978910,Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,157644334,Hector,NA,West Town,41.90454,-87.67439,Entire home/apt,309,32,24,2023-04-09,1.48,1,256,10,R22000086938
40979994,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,252595263,Beach House,NA,Rogers Park,42.02032,-87.66537,Entire home/apt,154,2,109,2023-12-12,2.33,4,335,35,R19000040386
40619449,Loft in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,51946578,Roberto,NA,Hermosa,41.9195,-87.73807,Entire home/apt,65,2,181,2023-10-29,3.69,4,361,25,R19000051550
40991185,Rental unit in Chicago · ★4.84 · 2 bedrooms · 2 beds · 2 baths,252595263,Beach House,NA,Rogers Park,42.01875,-87.66524,Entire home/apt,153,2,86,2023-12-05,1.78,4,365,28,R19000040386
41018199,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near South Side,41.86492479999999,-87.6246539,Entire home/apt,90,32,2,2022-07-12,0.04,643,365,0,32+ Days Listing
41018220,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,141,32,2,2023-08-02,0.19,643,260,2,32+ Days Listing
41026277,Home in Chicago · ★4.92 · 3 bedrooms · 4 beds · 2 baths,320268661,Nael,NA,Lower West Side,41.85599,-87.66086,Entire home/apt,317,2,38,2023-10-09,0.79,1,0,8,R20000052215
40631718,Loft in Chicago · ★4.96 · 1 bedroom · 2 beds · 1 bath,36219944,Charlotte,NA,Lake View,41.93757,-87.66279,Entire home/apt,132,2,386,2023-12-03,8.06,1,0,78,R20000056943
41042258,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.87710939999999,-87.6338518,Entire home/apt,116,32,4,2023-05-23,0.13,643,319,1,32+ Days Listing
40661064,Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,15515783,Dan,NA,Humboldt Park,41.88962,-87.71571,Private room,38,32,4,2023-11-22,0.1,4,177,1,NA
40674594,Rental unit in Chicago · ★4.96 · 3 bedrooms · 3 beds · 1 bath,29473981,Molly,NA,Irving Park,41.95704,-87.70932,Entire home/apt,184,32,89,2023-10-07,1.83,1,180,4,R19000051604
41046519,Guest suite in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 private bath,23316991,Maria Teresa,NA,Bridgeport,41.83272,-87.64653,Private room,79,2,150,2023-11-18,3.15,1,173,39,R23000096553
40680627,Rental unit in Chicago · 1 bedroom · 2 beds · 1 bath,33127842,Kari,NA,Loop,41.88581,-87.62111,Entire home/apt,159,32,1,2022-10-23,0.07,19,180,0,NA
41047853,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,221769456,Hassan,NA,West Ridge,42.00067,-87.69775,Private room,75,32,2,2020-02-10,0.04,1,0,0,City registration pending
40684076,Home in Chicago · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,42764965,Terrence,NA,Greater Grand Crossing,41.76997,-87.617233,Private room,29,2,43,2023-11-02,0.89,3,85,16,R19000051588
41054645,Rental unit in Chicago · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,296208054,Shammi,NA,Near North Side,41.89768,-87.62793,Private room,82,1,44,2023-11-26,0.92,3,102,16,R19000048362
40692314,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near North Side,41.8982543,-87.61867459999996,Entire home/apt,116,32,0,NA,NA,643,365,0,32+ Days Listing
40702777,Rental unit in Chicago · 2 bedrooms · 4 beds · 1 bath,4769133,Ran,NA,Pullman,41.68964849021222,-87.60633018311738,Entire home/apt,60,32,2,2023-12-13,0.04,4,364,1,R18580035660
41062867,Loft in Chicago · ★4.71 · 1 bedroom · 3 beds · 1 bath,918470,Adamm,NA,Lincoln Park,41.92568,-87.66958,Entire home/apt,213,32,24,2023-07-16,0.89,1,106,5,R17000013191
40721200,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near North Side,41.8982543,-87.61867459999996,Entire home/apt,197,32,0,NA,NA,643,331,0,32+ Days Listing
40731871,Rental unit in Chicago · 1 bedroom · 1 bed · 1 private bath,85726061,Jenny,NA,Belmont Cragin,41.92766,-87.76443,Private room,60,1,0,NA,NA,1,0,0,R19000051564
41081332,Rental unit in Chicago · ★4.91 · 2 bedrooms · 2 beds · 1 bath,263250899,Martha,NA,Portage Park,41.96027,-87.75404,Entire home/apt,125,2,35,2023-11-05,1.7,1,220,24,R21000073739
40750606,Rental unit in Chicago · ★4.69 · 1 bedroom · 1 bed · 1 bath,316440530,Lavinia,NA,West Ridge,41.98778,-87.69392,Entire home/apt,83,3,66,2023-10-10,1.51,1,0,3,R20000052947
41136340,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,5186892,Jane,NA,Rogers Park,42.00907,-87.6611,Private room,85,1,29,2023-05-28,0.61,1,193,3,R20000052423
41152596,Rental unit in Chicago · ★4.95 · 4 bedrooms · 13 beds · 3 baths,2810938,Carole,NA,Near North Side,41.90767,-87.64816,Entire home/apt,471,3,42,2023-11-05,0.88,3,355,15,2556123
40753273,Condo in Chicago · 1 bedroom · 1 bed · 1 private bath,218800805,Chicago Condo,NA,Near North Side,41.89398,-87.61686,Private room,NA,32,0,NA,NA,7,0,0,3425799
41160612,Home in Chicago · ★4.85 · 3 bedrooms · 4 beds · 2.5 baths,124220,Kymi,NA,Grand Boulevard,41.80244,-87.60991,Entire home/apt,175,5,41,2023-10-24,0.89,1,171,15,R21000074492
41166856,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.87710939999999,-87.6338518,Entire home/apt,129,32,2,2021-05-31,0.06,643,260,0,32+ Days Listing
41171034,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,90,32,2,2023-01-15,0.12,643,359,1,32+ Days Listing
40775048,Condo in Chicago · 1 bedroom · 1 bed · 1 private bath,218800805,Chicago Condo,NA,Near North Side,41.89201,-87.61746,Private room,NA,32,0,NA,NA,7,0,0,3425799
40777669,Rental unit in Chicago · ★4.67 · 2 bedrooms · 2 beds · 2 baths,243270124,William,NA,Grand Boulevard,41.80646,-87.62402,Entire home/apt,173,32,27,2022-09-04,0.61,2,270,0,R21000072841
41197100,Rental unit in Chicago · ★4.89 · 3 bedrooms · 3 beds · 1 bath,323140152,Martha,NA,Logan Square,41.92912,-87.70712,Entire home/apt,295,2,92,2023-11-25,1.91,1,0,23,R22000077322
40778302,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,49626033,Roma,NA,Lake View,41.93855,-87.66589,Entire home/apt,100,32,0,NA,NA,34,365,0,NA
40780053,Condo in Chicago · ★4.98 · 5 bedrooms · 13 beds · 4 baths,26633669,Bob,NA,Logan Square,41.922248,-87.71158,Entire home/apt,619,3,42,2023-11-19,0.91,2,315,13,R22000076240
40821512,Rental unit in Chicago · 1 bedroom · 2 beds · 1 bath,256066199,Gerald,NA,Norwood Park,41.98045,-87.80558,Entire home/apt,110,32,1,2023-09-16,0.32,2,365,1,NA
41239565,Rental unit in Chicago · ★4.53 · 3 bedrooms · 3 beds · 1 bath,170115907,Jose,NA,Mckinley Park,41.83121,-87.68663,Entire home/apt,103,1,121,2023-10-21,2.59,1,0,27,R19000050250
41241746,Condo in Chicago · ★4.84 · 2 bedrooms · 4 beds · 1 bath,131366873,Robert,NA,Jefferson Park,41.96996,-87.76362,Entire home/apt,102,3,86,2023-11-25,1.85,2,71,22,R20000057719
41254620,Condo in Chicago · ★4.77 · 2 bedrooms · 3 beds · 2 baths,243270124,William,NA,Grand Boulevard,41.80874,-87.62386,Entire home/apt,153,32,13,2022-03-20,0.27,2,270,0,R21000072223
40837290,Condo in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,2869626,Savannah,NA,Near North Side,41.89291,-87.62229,Entire home/apt,NA,32,5,2020-02-16,0.1,1,0,0,City registration pending
40847481,Rental unit in Chicago · ★4.68 · 1 bedroom · 1 bed · 1 bath,33064281,Milen,NA,Lake View,41.95616,-87.67017,Entire home/apt,85,32,97,2023-04-01,2,6,166,3,R21000075323
41275135,Rental unit in Chicago · 1 bedroom · 1 bed · Shared half-bath,324164061,Juan,NA,South Lawndale,41.83925,-87.70828,Shared room,25,32,0,NA,NA,1,0,0,City registration pending
40862469,Condo in Chicago · 1 bedroom · 1 bed · 1 private bath,218800805,Chicago Condo,NA,Near North Side,41.89344,-87.61875,Private room,NA,32,0,NA,NA,7,0,0,3425799
40864232,Condo in Chicago · 1 bedroom · 1 bed · 1 private bath,218800805,Chicago Condo,NA,Near North Side,41.89208,-87.6183,Private room,NA,32,0,NA,NA,7,0,0,3425799
40882597,Townhouse in Chicago · ★4.64 · 4 bedrooms · 4 beds · 2.5 baths,23469090,Howard,NA,Lake View,41.95297,-87.65525,Entire home/apt,295,32,45,2023-08-14,1.05,1,364,6,R21000075420
41299453,Rental unit in Chicago · ★4.56 · 3 bedrooms · 3 beds · 1 bath,17821465,Tessa,NA,South Lawndale,41.85021,-87.70713,Entire home/apt,92,2,79,2023-11-05,1.66,1,0,21,R20000052492
41300438,Rental unit in Chicago · ★4.37 · 4 bedrooms · 4 beds · 1 bath,300582536,Joe,NA,Roseland,41.69913,-87.6203,Entire home/apt,71,2,98,2023-04-24,2.05,1,78,3,R20000052949
40883695,Rental unit in Chicago · ★3.33 · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.8797621,-87.62663040000001,Entire home/apt,164,32,3,2023-10-26,0.1,643,346,2,32+ Days Listing
41308942,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,55199486,Furnished Rental,NA,Near North Side,41.89788,-87.62018,Entire home/apt,150,60,0,NA,NA,11,365,0,NA
40898000,Rental unit in Chicago · ★4.60 · 1 bedroom · 3 beds · 1 bath,318578074,Jennifer,NA,North Center,41.94515,-87.67764,Entire home/apt,110,5,50,2023-10-31,1.04,2,180,11,R21000073634
41335763,Condo in Chicago · ★5.0 · 2 bedrooms · 4 beds · 2 baths,6238433,Anna,NA,West Town,41.88918,-87.66155,Entire home/apt,403,1,3,2023-10-08,0.89,1,0,3,R21000072064
41391541,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.87710939999999,-87.6338518,Entire home/apt,132,32,0,NA,NA,643,230,0,32+ Days Listing
40925917,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,49626033,Roma,NA,Near North Side,41.89755,-87.62206,Entire home/apt,130,32,0,NA,NA,34,180,0,NA
41391571,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.87710939999999,-87.6338518,Entire home/apt,140,32,0,NA,NA,643,303,0,32+ Days Listing
41391608,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Lake View,41.9404106,-87.64149839999999,Entire home/apt,137,32,2,2023-11-30,0.09,643,331,1,32+ Days Listing
41391736,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Lake View,41.9404106,-87.64149839999999,Entire home/apt,194,32,0,NA,NA,643,303,0,32+ Days Listing
41391775,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,121,32,2,2023-03-11,0.06,643,324,1,32+ Days Listing
41812235,Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,330381607,Naj,NA,Grand Boulevard,41.81654,-87.61508,Entire home/apt,125,2,74,2023-10-22,1.61,1,0,13,R20000059579
41391805,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,134,32,0,NA,NA,643,320,0,32+ Days Listing
41391849,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.87710939999999,-87.6338518,Entire home/apt,85,32,0,NA,NA,643,360,0,32+ Days Listing
41391974,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,338,32,0,NA,NA,643,106,0,32+ Days Listing
41821322,Serviced apartment in Chicago · 3 bedrooms · 4 beds · 2 baths,188365982,Level,NA,Near North Side,41.90323,-87.63487,Entire home/apt,850,2,0,NA,NA,23,365,0,2690127
41395585,Guest suite in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,41151770,Conor,NA,West Town,41.90917,-87.67948,Entire home/apt,199,3,13,2022-10-25,0.27,3,53,0,R19000044390
41838499,Condo in Chicago · 1 bedroom · 1 bed · 1 private bath,202878032,Ade And J Shuntay,NA,South Shore,41.76661,-87.56863,Private room,55,35,0,NA,NA,4,89,0,NA
41838755,Rental unit in Chicago · ★5.0 · Studio · 1 bed · 1 bath,245574996,Matthew,NA,West Town,41.89018,-87.64951,Entire home/apt,92,3,3,2023-09-21,0.92,6,0,3,R18000071677
41432840,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,16946647,Gerard,NA,Edgewater,41.98942184448242,-87.66175079345703,Private room,122,2,60,2023-10-11,1.29,2,35,19,R21000062555
41437341,Home in Chicago · 2 bedrooms · 2 beds · 1 private bath,16946647,Gerard,NA,Edgewater,41.99007,-87.66266,Private room,435,2,2,2023-06-05,0.06,2,35,1,R21000062555
41843189,Home in Chicago · ★4.61 · 1 bedroom · 1 bed · 2 shared baths,11910936,Karen,NA,Woodlawn,41.78301,-87.60844,Private room,47,10,31,2023-11-03,0.67,12,346,6,R21000074029
41858671,Condo in Chicago · ★4.95 · 3 bedrooms · 3 beds · 2.5 baths,330916475,Ellice,NA,Loop,41.88408,-87.61468,Entire home/apt,900,32,78,2022-08-14,1.67,3,179,0,0
41443703,Bungalow in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,326122186,Mariel,NA,Dunning,41.93868,-87.83061,Private room,75,32,17,2020-03-14,0.36,1,0,0,R21000061258
41867473,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,NA,Near North Side,41.9027964,-87.6297209,Entire home/apt,116,32,0,NA,NA,643,365,0,32+ Days Listing
41444430,Rental unit in Chicago · ★4.82 · 2 bedrooms · 4 beds · 1 bath,32119602,Brianna,NA,South Lawndale,41.84806,-87.70647,Entire home/apt,99,2,62,2023-10-22,1.31,1,45,18,R20000052927
41871902,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.8860812,-87.63422229999998,Entire home/apt,NA,32,1,2022-12-31,0.08,643,0,1,32+ Days Listing
41455518,Guest suite in Chicago · ★4.94 · 1 bedroom · 1 bed · 1 bath,8871999,Becky,NA,Avondale,41.93267,-87.70905,Entire home/apt,79,1,30,2023-12-17,3.98,1,0,30,R22000092695
41871960,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,NA,Loop,41.8860812,-87.63422229999998,Entire home/apt,248,32,0,NA,NA,643,340,0,32+ Days Listing
41880370,Guest suite in Chicago · ★4.90 · Studio · 1 bed · 1 bath,100782278,Chicago Furnished,NA,Bridgeport,41.83471,-87.65306,Entire home/apt,68,32,10,2022-08-06,0.21,34,152,0,City registration pending
41884430,Guest suite in Chicago · ★5.0 · Studio · 1 bed · 1 bath,100782278,Chicago Furnished,NA,Bridgeport,41.83448,-87.65168,Entire home/apt,36,32,10,2023-08-05,0.21,34,364,1,City registration pending
41884825,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100782278,Chicago Furnished,NA,Bridgeport,41.83566,-87.65172,Entire home/apt,35,32,14,2023-06-25,0.3,34,362,2,City registration pending
41886110,Rental unit in Chicago · ★3.33 · 1 bedroom · 1 bed · 1 bath,8852597,Hector,NA,Logan Square,41.91817,-87.69743,Entire home/apt,18,32,6,2023-10-31,0.37,3,365,5,NA
41886216,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 2 shared baths,11910936,Karen,NA,Woodlawn,41.78283,-87.60831,Private room,48,10,13,2023-06-27,0.3,12,365,4,R21000074029
41900467,Guest suite in Chicago · ★4.54 · 1 bedroom · 1 bed · 1 bath,100782278,Chicago Furnished,NA,Near West Side,41.87814,-87.68112,Entire home/apt,60,32,13,2023-10-31,0.28,34,364,3,City registration pending
41902490,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100782278,Chicago Furnished,NA,Bridgeport,41.83384,-87.65234,Entire home/apt,68,32,10,2022-12-11,0.21,34,354,0,City registration pending
41902798,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100782278,Chicago Furnished,NA,Bridgeport,41.83574,-87.65218,Entire home/apt,74,32,14,2023-12-02,0.3,34,349,2,City registration pending
41902921,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 1 bath,100782278,Chicago Furnished,NA,Bridgeport,41.83573,-87.65347,Entire home/apt,74,32,17,2023-11-25,0.36,34,289,5,City registration pending
41910266,Rental unit in Chicago · ★5.0 · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.8860812,-87.63422229999998,Entire home/apt,128,32,4,2023-04-20,0.09,643,245,1,32+ Days Listing
41910293,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.8860812,-87.63422229999998,Entire home/apt,100,32,3,2021-12-11,0.08,643,365,0,32+ Days Listing
41910320,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.8860812,-87.63422229999998,Entire home/apt,143,32,0,NA,NA,643,295,0,32+ Days Listing
41910355,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.883056,-87.65131389999999,Entire home/apt,NA,32,1,2021-12-17,0.04,643,0,0,32+ Days Listing
41480171,Rental unit in Chicago · ★4.78 · 1 bedroom · 2 beds · 1 bath,246896177,Kate,NA,Lincoln Park,41.92091,-87.65926,Entire home/apt,60,1,157,2023-12-11,3.3,1,350,38,R22000076244
41910425,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.886064,-87.624718,Entire home/apt,149,32,1,2020-08-08,0.02,643,218,0,32+ Days Listing
41910929,Home in Chicago · ★3.77 · 1 bedroom · 1 bed · 2 shared baths,11910936,Karen,NA,Woodlawn,41.78356,-87.60857,Private room,75,10,13,2022-08-14,0.28,12,260,0,R21000074029
41911629,Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 bath,327103193,Jorge,NA,South Chicago,41.74477,-87.54483,Private room,21,32,15,2023-07-31,0.32,14,89,1,R20000052208
41481163,Home in Chicago · Studio · 1 bed · 2 shared baths,34951699,Lorena,NA,Near West Side,41.86306,-87.68343,Private room,35,90,1,2023-09-05,0.29,1,125,1,R20000052484
41911779,Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,327103193,Jorge,NA,South Chicago,41.74284,-87.54465,Private room,16,32,24,2023-10-04,0.51,14,44,3,R20000052208
41914303,Home in Chicago · ★4.91 · 3 bedrooms · 4 beds · 2 baths,75837321,Le Ann,NA,Portage Park,41.94931,-87.74771,Entire home/apt,195,32,11,2023-08-04,0.24,1,81,1,R20000052923
41507750,Bungalow in Chicago · 4 bedrooms · 3 beds · 4.5 baths,29515305,Tasia,NA,Greater Grand Crossing,41.7604,-87.618,Entire home/apt,320,32,0,NA,NA,1,365,0,R20000052491
41509873,Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,94883388,Winston,NA,North Lawndale,41.86728,-87.69635,Entire home/apt,110,32,12,2022-01-02,0.39,2,88,0,City registration pending
41927482,Rental unit in Chicago · ★4.82 · 3 bedrooms · 3 beds · 2 baths,149897806,Victoria,NA,West Town,41.89727,-87.66468,Entire home/apt,NA,2,38,2023-09-10,0.81,1,0,11,R21000074540
41945687,Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.8860812,-87.63422229999998,Entire home/apt,85,32,2,2022-03-07,0.06,643,294,0,32+ Days Listing
